ID;Vorname;Nachname;Angezeigter Name (kurz);Angezeigter Name;Verein;Position;Marktwert;Punkte;Notendurchschnitt
pl-k00116506;Fabio Daniel;Soares Silva;Fabio Silva;Fabio Silva;Borussia Dortmund;FORWARD;2800000;88;3.5
pl-k00116507;Fabio Daniel;Ferreira Vieira;Fabio Vieira;Fabio Vieira;Hamburger SV;MIDFIELDER;2400000;125;3.61
pl-k00116616;Tiago;Barreiros de Melo Tomas;Tiago Tomas;Tiago Tomas;VfB Stuttgart;FORWARD;1800000;95;3.5
pl-k00116648;Ameen;Al-Dakhil;Al-Dakhil;Ameen Al-Dakhil;VfB Stuttgart;DEFENDER;1500000;20;3.6
pl-k00116706;Chrislain;Matsima;Matsima;Chrislain Matsima;FC Augsburg;DEFENDER;2500000;90;3.38
pl-k00116762;Isak Bergmann;Johannesson;Johannesson;Isak Bergmann Johannesson;1. FC Köln;MIDFIELDER;2200000;103;3.67
pl-k00117298;Jens;Stage;Stage;Jens Stage;Werder Bremen;MIDFIELDER;3500000;180;3.43
pl-k00117583;Nathan;Ngoumou;Ngoumou;Nathan Ngoumou;Bor. Mönchengladbach;MIDFIELDER;1300000;0;0.0
pl-k00118051;Mio;Backhaus;Backhaus;Mio Backhaus;Werder Bremen;GOALKEEPER;1500000;230;2.88
pl-k00118061;Nnamdi;Collins;Collins;Nnamdi Collins;Eintracht Frankfurt;DEFENDER;1800000;47;4.03
pl-k00118068;Brajan;Gruda;Gruda;Brajan Gruda;RB Leipzig;MIDFIELDER;2600000;70;3.41
pl-k00118291;Ansgar;Knauff;Knauff;Ansgar Knauff;Eintracht Frankfurt;MIDFIELDER;2200000;64;3.97
pl-k00118312;Justin;Njinmah;Njinmah;Justin Njinmah;Werder Bremen;FORWARD;1700000;51;4.2
pl-k00118755;Giovanni;Reyna;Reyna;Giovanni Reyna;Bor. Mönchengladbach;MIDFIELDER;1700000;40;4.0
pl-k00119339;Denis;Huseinbasic;Huseinbasic;Denis Huseinbasic;1. FC Köln;MIDFIELDER;1600000;28;3.95
pl-k00119414;Eric;Martel;Martel;Eric Martel;1. FC Köln;MIDFIELDER;2300000;113;3.65
pl-k00119669;Fisnik;Asllani;Asllani;Fisnik Asllani;TSG Hoffenheim;FORWARD;2400000;226;3.15
pl-k00120042;Rayan;Philippe;Philippe;Rayan Philippe;Hamburger SV;FORWARD;2000000;58;4.12
pl-k00120073;Silas;Katompa Mvumpa;Silas;Silas;1. FSV Mainz 05;MIDFIELDER;1500000;25;3.8
pl-k00121221;Alessio;Castro-Montes;Castro-Montes;Alessio Castro-Montes;1. FC Köln;MIDFIELDER;1700000;50;3.55
pl-k00121834;Anton;Kade;Kade;Anton Kade;FC Augsburg;MIDFIELDER;1700000;138;3.42
pl-k00121838;Keke;Topp;Topp;Keke Topp;Werder Bremen;FORWARD;1400000;23;4.5
pl-k00121863;Justin;Diehl;Diehl;Justin Diehl;VfB Stuttgart;FORWARD;1300000;0;0.0
pl-k00123098;Samuel;Mbangula;Mbangula;Samuel Mbangula;Werder Bremen;FORWARD;2200000;52;4.11
pl-k00123129;Philip;Otele;Otele;Philip Otele;Hamburger SV;FORWARD;1600000;13;4.14
pl-k00123300;Arnaud;Kalimuendo;Kalimuendo;Arnaud Kalimuendo;Eintracht Frankfurt;FORWARD;2700000;84;3.69
pl-k00123373;Olivier;Deman;Deman;Olivier Deman;Werder Bremen;DEFENDER;1300000;77;3.4
pl-k00123434;Jonas;Urbig;Urbig;Jonas Urbig;Bayern München;GOALKEEPER;1500000;99;2.86
pl-k00123524;Yan;Bueno Couto;Yan Couto;Yan Couto;Borussia Dortmund;DEFENDER;1800000;91;3.27
pl-k00123744;Ezequiel;Fernandez;E. Fernandez;Ezequiel Fernandez;Bayer 04 Leverkusen;MIDFIELDER;2500000;53;3.66
pl-k00124479;Thomas;Kastanaras;Kastanaras;Thomas Kastanaras;FC Augsburg;FORWARD;800000;0;0.0
pl-k00125181;Michael;Olise;Olise;Michael Olise;Bayern München;MIDFIELDER;8000000;348;2.55
pl-k00125604;Jakub;Kaminski;Kaminski;Jakub Kaminski;1. FC Köln;MIDFIELDER;1600000;198;3.32
pl-k00125971;Rav;van den Berg;van den Berg;Rav van den Berg;1. FC Köln;DEFENDER;1700000;42;3.62
pl-k00126161;Yuito;Suzuki;Y. Suzuki;Yuito Suzuki;SC Freiburg;MIDFIELDER;1800000;113;3.48
pl-k00126766;Yannik;Lührs;Lührs;Yannik Lührs;TSG Hoffenheim;DEFENDER;500000;0;0.0
pl-k00128262;Marco;Grüll;Grüll;Marco Grüll;Werder Bremen;FORWARD;1900000;43;4.21
pl-k00128785;Isaac;Schmidt;Schmidt;Isaac Schmidt;Werder Bremen;DEFENDER;1500000;29;4.09
pl-k00129118;Nathan;Tella;Tella;Nathan Tella;Bayer 04 Leverkusen;FORWARD;2200000;75;3.38
pl-k00129291;Loic;Badé;Badé;Loic Badé;Bayer 04 Leverkusen;DEFENDER;3000000;74;3.63
pl-k00129414;Arthur;Theate;Theate;Arthur Theate;Eintracht Frankfurt;DEFENDER;2800000;72;3.85
pl-k00129671;Nathaniel;Brown;Brown;Nathaniel Brown;Eintracht Frankfurt;DEFENDER;2800000;141;3.61
pl-k00130193;William;Böving;Böving;William Böving;1. FSV Mainz 05;MIDFIELDER;1800000;20;4.0
pl-k00130252;Nicolas;Seiwald;Seiwald;Nicolas Seiwald;RB Leipzig;MIDFIELDER;1800000;150;3.35
pl-k00130392;Cenk;Özkacar;Özkacar;Cenk Özkacar;1. FC Köln;DEFENDER;1500000;84;3.59
pl-k00130503;Joel;Schmied;Schmied;Joel Schmied;1. FC Köln;DEFENDER;1400000;68;3.32
pl-k00130808;Karl;Hein;Hein;Karl Hein;Werder Bremen;GOALKEEPER;1100000;18;2.5
pl-k00131053;Tim;Oermann;Oermann;Tim Oermann;Bayer 04 Leverkusen;DEFENDER;1600000;4;0.0
pl-k00131067;Luka;Duric;Duric;Luka Duric;TSG Hoffenheim;MIDFIELDER;600000;2;0.0
pl-k00131115;Maximilian;Kinzig;Kinzig;Maximilian Kinzig;1. FSV Mainz 05;GOALKEEPER;999000000;0;0.0
pl-k00131371;Silas;Ostrzinski;Ostrzinski;Silas Ostrzinski;Borussia Dortmund;GOALKEEPER;500000;0;0.0
pl-k00131599;Albian;Hajdari;Hajdari;Albian Hajdari;TSG Hoffenheim;DEFENDER;1700000;157;3.22
pl-k00131777;Lorenz;Assignon;Assignon;Lorenz Assignon;VfB Stuttgart;DEFENDER;2400000;70;3.43
pl-k00131913;Derry;Scherhant;Scherhant;Derry Scherhant;SC Freiburg;FORWARD;1600000;105;3.5
pl-k00131930;Fabian;Rieder;Rieder;Fabian Rieder;FC Augsburg;MIDFIELDER;1800000;155;3.5
pl-k00132029;Lukas;Petersson;Petersson;Lukas Petersson;TSG Hoffenheim;GOALKEEPER;500000;0;0.0
pl-k00132187;Tom;Bischof;Bischof;Tom Bischof;Bayern München;MIDFIELDER;3000000;131;3.03
pl-k00132205;Lukas;Ullrich;Ullrich;Lukas Ullrich;Bor. Mönchengladbach;DEFENDER;1800000;24;4.24
pl-k00132207;Nelson;Weiper;Weiper;Nelson Weiper;1. FSV Mainz 05;FORWARD;2300000;30;4.8
pl-k00132208;Warmed;Omari;Omari;Warmed Omari;Hamburger SV;DEFENDER;1300000;20;4.24
pl-k00132735;Albert;Grönbaek;Grönbaek;Albert Grönbaek;Hamburger SV;MIDFIELDER;1600000;25;4.0
pl-k00132800;Victor;Boniface;Boniface;Victor Boniface;Werder Bremen;FORWARD;4500000;16;4.2
pl-k00133609;Carney;Chukwuemeka;Chukwuemeka;Carney Chukwuemeka;Borussia Dortmund;MIDFIELDER;2500000;71;3.7
pl-k00133786;Daniel;Svensson;Svensson;Daniel Svensson;Borussia Dortmund;DEFENDER;2500000;122;3.62
pl-k00134218;Ismael;Gharbi;Gharbi;Ismael Gharbi;FC Augsburg;FORWARD;1700000;6;4.25
pl-k00135025;Castello;Lukeba;Lukeba;Castello Lukeba;RB Leipzig;DEFENDER;2800000;139;3.16
pl-k00135162;Giorgi;Gocholeishvili;Gocholeishvili;Giorgi Gocholeishvili;Hamburger SV;DEFENDER;1500000;45;4.05
pl-k00135219;William;Mikelbrencis;Mikelbrencis;William Mikelbrencis;Hamburger SV;DEFENDER;1400000;28;4.41
pl-k00135346;Aurele;Amenda;Amenda;Aurele Amenda;Eintracht Frankfurt;DEFENDER;1400000;73;3.71
pl-k00135660;Senne;Lynen;Lynen;Senne Lynen;Werder Bremen;MIDFIELDER;1900000;98;3.73
pl-k00136357;Tom;Rothe;Rothe;Tom Rothe;1. FC Union Berlin;DEFENDER;1800000;46;3.88
pl-k00136435;Alexander;Prass;Prass;Alexander Prass;TSG Hoffenheim;DEFENDER;1500000;123;3.34
pl-k00136443;Daniel;Elfadli;Elfadli;Daniel Elfadli;Hamburger SV;DEFENDER;1800000;61;3.63
pl-k00136673;El Chadaille;Bitshiabu;Bitshiabu;El Chadaille Bitshiabu;RB Leipzig;DEFENDER;1800000;32;3.69
pl-k00136677;Jordy;Makengo;Makengo;Jordy Makengo;SC Freiburg;DEFENDER;1600000;40;3.93
pl-k00137082;Leopold;Querfeld;Querfeld;Leopold Querfeld;1. FC Union Berlin;DEFENDER;1800000;124;3.68
pl-k00137935;Fabio;Chiarodia;Chiarodia;Fabio Chiarodia;Bor. Mönchengladbach;DEFENDER;1300000;22;4.15
pl-k00138020;Aljoscha;Kemlein;Kemlein;Aljoscha Kemlein;1. FC Union Berlin;MIDFIELDER;1600000;86;3.73
pl-k00138202;Muhammed;Damar;Damar;Muhammed Damar;TSG Hoffenheim;MIDFIELDER;1800000;30;3.75
pl-k00138453;Mahmut;Kücüksahin;Kücüksahin;Mahmut Kücüksahin;FC Augsburg;MIDFIELDER;500000;0;0.0
pl-k00138529;Aleksandar;Pavlovic;Pavlovic;Aleksandar Pavlovic;Bayern München;MIDFIELDER;3600000;112;3.28
pl-k00138666;Ernest;Poku;Poku;Ernest Poku;Bayer 04 Leverkusen;MIDFIELDER;2400000;102;3.7
pl-k00139040;Nediljko;Labrovic;Labrovic;Nediljko Labrovic;FC Augsburg;GOALKEEPER;800000;0;0.0
pl-k00139268;Hannes;Hermann;Hermann;Hannes Hermann;Hamburger SV;GOALKEEPER;500000;0;0.0
pl-k00139273;Mert;Kömür;Kömür;Mert Kömür;FC Augsburg;MIDFIELDER;1400000;93;3.73
pl-k00139305;Antonio;Nusa;Nusa;Antonio Nusa;RB Leipzig;MIDFIELDER;3000000;162;3.32
pl-k00139335;Almugera;Kabar;Kabar;Almugera Kabar;Borussia Dortmund;DEFENDER;1000000;2;0.0
pl-k00139342;Assan;Ouedraogo;Ouedraogo;Assan Ouedraogo;RB Leipzig;MIDFIELDER;1400000;109;3.14
pl-k00140563;Max;Finkgräfe;Finkgräfe;Max Finkgräfe;RB Leipzig;DEFENDER;1500000;33;3.9
pl-k00140567;Romeo;Aigbekaen;Aigbekaen;Romeo Aigbekaen;FC St. Pauli;FORWARD;500000;0;0.0
pl-k00140583;Damion;Downs;Downs;Damion Downs;Hamburger SV;FORWARD;1700000;-4;4.93
pl-k00140663;Ayoube;Amaimouni-Echghouyab;Amaimouni-Echghouyab;Ayoube Amaimouni-Echghouyab;Eintracht Frankfurt;FORWARD;1400000;48;3.81
pl-k00141102;Nicolas;Jackson;Jackson;Nicolas Jackson;Bayern München;FORWARD;4500000;82;3.69
pl-k00141205;Sander;Tangvik;Tangvik;Sander Tangvik;Hamburger SV;GOALKEEPER;800000;15;1.5
pl-k00141233;Kristoffer;Lund;Lund;Kristoffer Lund;1. FC Köln;DEFENDER;1300000;78;3.89
pl-k00141450;Etienne;Borie;Borie;Etienne Borie;1. FC Köln;MIDFIELDER;500000;0;0.0
pl-k00141453;Noah;Darvich;Darvich;Noah Darvich;VfB Stuttgart;MIDFIELDER;1400000;0;0.0
pl-k00141455;Finn;Jeltsch;Jeltsch;Finn Jeltsch;VfB Stuttgart;DEFENDER;2000000;95;3.35
pl-k00141456;Max;Moerstedt;Moerstedt;Max Moerstedt;TSG Hoffenheim;FORWARD;1400000;54;3.38
pl-k00141461;Bilal;Yalcinkaya;Yalcinkaya;Bilal Yalcinkaya;Hamburger SV;MIDFIELDER;500000;0;0.0
pl-k00141500;Jobe;Bellingham;Bellingham;Jobe Bellingham;Borussia Dortmund;MIDFIELDER;3200000;110;3.41
pl-k00141654;Maxim;Dal;Dal;Maxim Dal;1. FSV Mainz 05;DEFENDER;500000;0;0.0
pl-k00141655;Fayssal;Harchaoui;Harchaoui;Fayssal Harchaoui;1. FC Köln;MIDFIELDER;500000;0;0.0
pl-k00141658;Yannick;Mausehund;Mausehund;Yannick Mausehund;1. FC Köln;DEFENDER;500000;0;0.0
pl-k00141756;Elias;Baum;Baum;Elias Baum;Eintracht Frankfurt;DEFENDER;1500000;4;5.0
pl-k00143035;Rodrigo;Ribeiro;Ribeiro;Rodrigo Ribeiro;FC Augsburg;FORWARD;1400000;16;4.18
pl-k00143036;Romulo José;Cardoso da Cruz;Romulo;Romulo;RB Leipzig;FORWARD;2200000;143;3.6
pl-k00143407;Luca;Jaquez;Jaquez;Luca Jaquez;VfB Stuttgart;DEFENDER;1700000;46;3.59
pl-k00143483;Jarell;Quansah;Quansah;Jarell Quansah;Bayer 04 Leverkusen;DEFENDER;3400000;135;3.44
pl-k00143858;Filippo;Mane;Mane;Filippo Mane;Borussia Dortmund;DEFENDER;500000;-4;4.75
pl-k00144287;Nikolas;Veratschnig;Veratschnig;Nikolas Veratschnig;1. FSV Mainz 05;DEFENDER;1500000;52;3.63
pl-k00144341;Kota;Takai;Takai;Kota Takai;Bor. Mönchengladbach;DEFENDER;1600000;12;4.13
pl-k00144420;Sota;Kawasaki;Kawasaki;Sota Kawasaki;1. FSV Mainz 05;MIDFIELDER;1500000;14;4.25
pl-k00144659;Omar;Megeed;Megeed;Omar Megeed;Hamburger SV;MIDFIELDER;500000;0;0.0
pl-k00144663;Bilal;El Khannouss;El Khannouss;Bilal El Khannouss;VfB Stuttgart;MIDFIELDER;2600000;133;3.29
pl-k00144843;Arthur Augusto;de Matos Soares;Arthur;Arthur;Bayer 04 Leverkusen;DEFENDER;1400000;61;3.74
pl-k00145004;Julian;Malatini;Malatini;Julian Malatini;Werder Bremen;DEFENDER;1400000;8;4.25
pl-k00145594;Arthur;Largura Chaves;Arthur Chaves;Arthur Chaves;FC Augsburg;DEFENDER;1800000;56;3.62
pl-k00146018;Leon;Klanac;Klanac;Leon Klanac;Bayern München;GOALKEEPER;500000;0;0.0
pl-k00146019;Elias;Benkara;Benkara;Elias Benkara;Borussia Dortmund;DEFENDER;500000;0;0.0
pl-k00146020;Franz Xaver;Bleicher;Bleicher;Franz Xaver Bleicher;FC Augsburg;MIDFIELDER;500000;0;0.0
pl-k00146022;Luca;Erlein;Erlein;Luca Erlein;TSG Hoffenheim;DEFENDER;999000000;0;0.0
pl-k00146029;Cenny;Neumann;Neumann;Cenny Neumann;1. FC Köln;DEFENDER;500000;-2;5.5
pl-k00146034;Niklas;Swider;Swider;Niklas Swider;Bor. Mönchengladbach;MIDFIELDER;500000;0;0.0
pl-k00146099;Tiago;Pereira Cardoso;Pereira Cardoso;Tiago Pereira Cardoso;Bor. Mönchengladbach;GOALKEEPER;800000;0;0.0
pl-k00146229;Ezechiel;Banzuzi;Banzuzi;Ezechiel Banzuzi;RB Leipzig;MIDFIELDER;2400000;52;3.56
pl-k00146245;Kosta;Nedeljkovic;Nedeljkovic;Kosta Nedeljkovic;RB Leipzig;DEFENDER;1800000;8;4.17
pl-k00146255;Jovan;Milosevic;Milosevic;Jovan Milosevic;Werder Bremen;FORWARD;1200000;27;4.06
pl-k00146292;Can;Uzun;Uzun;Can Uzun;Eintracht Frankfurt;MIDFIELDER;2000000;140;3.25
pl-k00146323;Oscar;Höjlund;O. Höjlund;Oscar Höjlund;Eintracht Frankfurt;MIDFIELDER;1500000;52;3.91
pl-k00147890;Robin;Hranac;Hranac;Robin Hranac;TSG Hoffenheim;DEFENDER;1300000;141;3.25
pl-k00148187;Fares;Chaibi;Chaibi;Fares Chaibi;Eintracht Frankfurt;MIDFIELDER;1600000;87;3.88
pl-k00148193;Sebastian;Sebulonsen;Sebulonsen;Sebastian Sebulonsen;1. FC Köln;DEFENDER;1600000;100;3.65
pl-k00148650;Daniel;Gleiber;Gleiber;Daniel Gleiber;1. FSV Mainz 05;MIDFIELDER;600000;0;0.0
pl-k00149094;Jean-Matteo;Bahoya;Bahoya;Jean-Matteo Bahoya;Eintracht Frankfurt;MIDFIELDER;2200000;74;3.92
pl-k00149146;Ibrahim;Maza;Maza;Ibrahim Maza;Bayer 04 Leverkusen;MIDFIELDER;2000000;177;3.02
pl-k00149290;Eliesse;Ben Seghir;Ben Seghir;Eliesse Ben Seghir;Bayer 04 Leverkusen;MIDFIELDER;2400000;16;4.0
pl-k00149407;Bruno;Ogbus;Ogbus;Bruno Ogbus;SC Freiburg;DEFENDER;500000;54;3.67
pl-k00149412;Karl;Steinmann;Steinmann;Karl Steinmann;SC Freiburg;DEFENDER;500000;0;0.0
pl-k00149443;Tim;Köhler;Köhler;Tim Köhler;VfB Stuttgart;DEFENDER;500000;0;0.0
pl-k00149508;Ilyas;Ansah;Ansah;Ilyas Ansah;1. FC Union Berlin;FORWARD;1400000;122;3.64
pl-k00149539;Fabio;Baldé;Baldé;Fabio Baldé;Hamburger SV;MIDFIELDER;1300000;37;3.92
pl-k00149677;Florian;Micheler;Micheler;Florian Micheler;TSG Hoffenheim;MIDFIELDER;500000;0;0.0
pl-k00149797;Kelven;Frees;Frees;Kelven Frees;TSG Hoffenheim;DEFENDER;500000;0;0.0
pl-k00150347;Fousseny;Doumbia;Doumbia;Fousseny Doumbia;Eintracht Frankfurt;DEFENDER;500000;0;0.0
pl-k00150671;Andrej;Ilic;Ilic;Andrej Ilic;1. FC Union Berlin;FORWARD;2200000;120;3.78
pl-k00150682;Badredine;Bouanani;Bouanani;Badredine Bouanani;VfB Stuttgart;FORWARD;1800000;28;4.0
pl-k00151054;Hugo;Larsson;Larsson;Hugo Larsson;Eintracht Frankfurt;MIDFIELDER;3000000;54;4.02
pl-k00151360;David;Leal Costa;Leal Costa;David Leal Costa;FC Augsburg;FORWARD;500000;0;0.0
pl-k00151362;Florian;Hellstern;Hellstern;Florian Hellstern;VfB Stuttgart;GOALKEEPER;500000;0;0.0
pl-k00151363;Trevor;Benedict;Benedict;Trevor Benedict;VfL Wolfsburg;FORWARD;500000;0;0.0
pl-k00151366;Montrell;Culbreath;Culbreath;Montrell Culbreath;Bayer 04 Leverkusen;MIDFIELDER;500000;36;3.75
pl-k00151371;Otto;Stange;Stange;Otto Stange;Hamburger SV;FORWARD;700000;4;4.5
pl-k00151675;Danylo;Krevsun;Krevsun;Danylo Krevsun;Borussia Dortmund;MIDFIELDER;999000000;0;0.0
pl-k00151844;Felix;Meiser;Meiser;Felix Meiser;FC Augsburg;DEFENDER;500000;0;0.0
pl-k00151846;Till;Neininger;Neininger;Till Neininger;VfL Wolfsburg;DEFENDER;500000;0;0.0
pl-k00152462;Deniz;Ofli;Ofli;Deniz Ofli;Bayern München;DEFENDER;500000;2;0.0
pl-k00153242;Oliver;Sorg;Sorg;Oliver Sorg;FC Augsburg;DEFENDER;500000;0;0.0
pl-k00153662;Kaishu;Sano;Kai. Sano;Kaishu Sano;1. FSV Mainz 05;MIDFIELDER;3200000;198;3.16
pl-k00153733;Cole;Campbell;Campbell;Cole Campbell;TSG Hoffenheim;FORWARD;1000000;12;3.5
pl-k00153779;Johan;Manzambi;Manzambi;Johan Manzambi;SC Freiburg;MIDFIELDER;1800000;159;3.24
pl-k00153810;Yannick;Eduardo;Eduardo;Yannick Eduardo;TSG Hoffenheim;FORWARD;1200000;2;0.0
pl-k00154032;Mats;Heitmann;Heitmann;Mats Heitmann;Werder Bremen;DEFENDER;500000;0;0.0
pl-k00154239;Younes;Ebnoutalib;Ebnoutalib;Younes Ebnoutalib;Eintracht Frankfurt;FORWARD;2000000;23;2.0
pl-k00154311;Deniz;Zeitler;Zeitler;Deniz Zeitler;TSG Hoffenheim;FORWARD;500000;0;0.0
pl-k00154546;Noahkai;Banks;Banks;Noahkai Banks;FC Augsburg;DEFENDER;1400000;86;3.61
pl-k00155136;Kaua;Morais Vieira dos Santos;Kaua Santos;Kaua Santos;Eintracht Frankfurt;GOALKEEPER;1000000;30;4.0
pl-k00155318;Youssoupha;Niang;Niang;Youssoupha Niang;1. FC Köln;FORWARD;500000;16;4.5
pl-k00155808;Livan;Burcu;Burcu;Livan Burcu;1. FC Union Berlin;FORWARD;1600000;52;3.59
pl-k00155823;Luka;Vuskovic;Vuskovic;Luka Vuskovic;Hamburger SV;DEFENDER;1600000;213;3.0
pl-k00156013;Ben;Hawighorst;Hawighorst;Ben Hawighorst;Bayer 04 Leverkusen;DEFENDER;500000;0;0.0
pl-k00156015;Lennart;Karl;Karl;Lennart Karl;Bayern München;MIDFIELDER;1000000;136;3.25
pl-k00156018;Jeremiah;Mensah;J. Mensah;Jeremiah Mensah;Bayer 04 Leverkusen;MIDFIELDER;500000;0;0.0
pl-k00156019;Wisdom;Mike;Mike;Wisdom Mike;Bayern München;FORWARD;500000;8;0.0
pl-k00156021;Raphael;Pavlic;Pavlic;Raphael Pavlic;Bayern München;DEFENDER;500000;0;0.0
pl-k00156023;Faik;Sakar;Sakar;Faik Sakar;RB Leipzig;MIDFIELDER;999000000;0;0.0
pl-k00156279;Conrad;Harder;Harder;Conrad Harder;RB Leipzig;FORWARD;2800000;75;3.79
pl-k00156434;Leon;Avdullahu;Avdullahu;Leon Avdullahu;TSG Hoffenheim;MIDFIELDER;1800000;196;3.03
pl-k00156588;Tidiam;Gomis;Gomis;Tidiam Gomis;RB Leipzig;FORWARD;1200000;45;3.38
pl-k00156895;Andrija;Maksimovic;Maksimovic;Andrija Maksimovic;RB Leipzig;MIDFIELDER;1600000;16;0.0
pl-k00156899;Lazar;Jovanovic;Jovanovic;Lazar Jovanovic;VfB Stuttgart;MIDFIELDER;1400000;6;3.5
pl-k00158876;Salim;Musah;Musah;Salim Musah;Werder Bremen;FORWARD;500000;17;4.0
pl-k00158911;Fernando;Dickes;Dickes;Fernando Dickes;Hamburger SV;GOALKEEPER;500000;0;0.0
pl-k00158918;Nuha;Jatta;Jatta;Nuha Jatta;VfB Stuttgart;MIDFIELDER;500000;0;0.0
pl-k00158955;Jan;Urbich;Urbich;Jan Urbich;Bor. Mönchengladbach;FORWARD;600000;6;0.0
pl-k00159341;Andrik;Markgraf;Markgraf;Andrik Markgraf;1. FC Union Berlin;DEFENDER;500000;0;0.0
pl-k00159506;Jannis;Bärtl;Bärtl;Jannis Bärtl;Bayern München;GOALKEEPER;500000;0;0.0
pl-k00159629;Said;El Mala;S. El Mala;Said El Mala;1. FC Köln;MIDFIELDER;1700000;222;3.13
pl-k00159630;Malek;El Mala;M. El Mala;Malek El Mala;1. FC Köln;FORWARD;500000;0;0.0
pl-k00160199;Jeremy;Arevalo;Arevalo;Jeremy Arevalo;VfB Stuttgart;FORWARD;1400000;16;0.0
pl-k00160969;Wesley;Adeh;Adeh;Wesley Adeh;Werder Bremen;MIDFIELDER;500000;0;0.0
pl-k00160972;Natnael;Abraha;Abraha;Natnael Abraha;TSG Hoffenheim;DEFENDER;999000000;0;0.0
pl-k00160976;Ebu Bekir;Is;Is;Ebu Bekir Is;Eintracht Frankfurt;MIDFIELDER;500000;0;0.0
pl-k00161192;Mick;Schmetgens;Schmetgens;Mick Schmetgens;Werder Bremen;DEFENDER;500000;4;3.5
pl-k00161193;Wael;Mohya;Mohya;Wael Mohya;Bor. Mönchengladbach;MIDFIELDER;1000000;50;3.55
pl-k00161346;Karim;Coulibaly;Coulibaly;Karim Coulibaly;Werder Bremen;DEFENDER;500000;82;3.71
pl-k00161353;Dmytro;Bogdanov;Bogdanov;Dmytro Bogdanov;1. FC Union Berlin;FORWARD;500000;6;0.0
pl-k00162291;Keita;Kosugi;Kosugi;Keita Kosugi;Eintracht Frankfurt;DEFENDER;1600000;0;0.0
pl-k00162736;Issa;Traoré;Traoré;Issa Traoré;Bayer 04 Leverkusen;DEFENDER;500000;0;0.0
pl-k00163023;Emmanuel;Chigozie Owen;Chigozie;Emmanuel Chigozie Owen;Bayer 04 Leverkusen;MIDFIELDER;500000;0;0.0
pl-k00164538;Guido;Della Rovere;Della Rovere;Guido Della Rovere;Bayern München;MIDFIELDER;500000;0;0.0
pl-k00164910;Luis;Engelns;Engelns;Luis Engelns;TSG Hoffenheim;MIDFIELDER;1000000;0;0.0
pl-k00165263;David;Santos;Santos;David Santos;Bayern München;MIDFIELDER;500000;4;0.0
pl-k00165501;Kasey;Bos;Bos;Kasey Bos;1. FSV Mainz 05;DEFENDER;1000000;0;0.0
pl-k00165899;Ayodele;Thomas;Thomas;Ayodele Thomas;RB Leipzig;FORWARD;1200000;0;0.0
pl-k00165908;Jahmai;Simpson-Pusey;Simpson-Pusey;Jahmai Simpson-Pusey;1. FC Köln;DEFENDER;1400000;48;3.2
pl-k00166190;Tim;Schnitzer;Schnitzer;Tim Schnitzer;FC Augsburg;DEFENDER;500000;2;0.0
pl-k00167335;Hugo;Bolin;Bolin;Hugo Bolin;Bor. Mönchengladbach;MIDFIELDER;1400000;40;3.61
pl-k00167392;Mekhi;Gray;Gray;Mekhi Gray;1. FC Union Berlin;FORWARD;999000000;0;0.0
pl-k00167552;Amil;Siljevic;Siljevic;Amil Siljevic;Eintracht Frankfurt;GOALKEEPER;500000;0;0.0
pl-k00167638;Mussa;Kaba;Kaba;Mussa Kaba;Borussia Dortmund;MIDFIELDER;999000000;0;0.0
pl-k00167640;Luca;Reggiani;Reggiani;Luca Reggiani;Borussia Dortmund;DEFENDER;700000;31;3.57
pl-k00167652;Viggo;Gebel;Gebel;Viggo Gebel;RB Leipzig;MIDFIELDER;600000;0;0.0
pl-k00167677;Marvin;Dills;Dills;Marvin Dills;Eintracht Frankfurt;MIDFIELDER;500000;0;0.0
pl-k00167749;Kacper;Potulski;Potulski;Kacper Potulski;1. FSV Mainz 05;DEFENDER;900000;61;3.38
pl-k00167928;Alexander;Rössing-Lelesiit;Rössing-Lelesiit;Alexander Rössing-Lelesiit;Hamburger SV;MIDFIELDER;600000;15;4.5
pl-k00168200;Patrice;Covic;Covic;Patrice Covic;Werder Bremen;MIDFIELDER;500000;22;4.3
pl-k00168474;Leonard;Prescott;Prescott;Leonard Prescott;Bayern München;GOALKEEPER;500000;0;0.0
pl-k00168490;Cassiano;Kiala;Kiala;Cassiano Kiala;Bayern München;DEFENDER;500000;2;0.0
pl-k00169014;Alejo;Sarco;Sarco;Alejo Sarco;Bor. Mönchengladbach;FORWARD;500000;8;4.0
pl-k00169162;Samuele;Inacio;Inacio;Samuele Inacio;Borussia Dortmund;FORWARD;500000;27;3.4
pl-k00169244;Tobias;Weigel;Weigel;Tobias Weigel;1. FC Heidenheim;MIDFIELDER;500000;2;0.0
pl-k00169471;Jose Maria;Andres Baixauli;Chema;Chema;VfB Stuttgart;MIDFIELDER;1500000;118;3.09
pl-k00169821;Elias;Etringer;Etringer;Elias Etringer;SC Freiburg;GOALKEEPER;999000000;0;0.0
pl-k00169838;Rouven;Tarnutzer;Tarnutzer;Rouven Tarnutzer;SC Freiburg;MIDFIELDER;500000;2;0.0
pl-k00169871;Mirza;Catovic;Catovic;Mirza Catovic;VfB Stuttgart;MIDFIELDER;500000;0;0.0
pl-k00169915;Stefan;Smarkalev;Smarkalev;Stefan Smarkalev;Werder Bremen;GOALKEEPER;500000;0;0.0
pl-k00170429;Simeon;Rapsch;Rapsch;Simeon Rapsch;Bayer 04 Leverkusen;GOALKEEPER;500000;0;0.0
